properties,num_properties,coverage,score
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",7,3475,24325
"has_gender, has_position_held, has_occupation, has_employer, has_date_of_birth",5,4865,24325
"has_gender, has_spouse, has_educated_at, has_occupation, has_award_received, has_date_of_death",6,4054,24324
"has_gender, has_mother, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",8,3040,24320
"has_father, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",7,3474,24318
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",7,3474,24318
"has_place_of_death, has_country_of_citizenship, has_position_held, has_child, has_date_of_death",5,4863,24315
"has_place_of_death, has_country_of_citizenship, has_position_held, has_child, has_occupation",5,4863,24315
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child",5,4863,24315
"has_spouse, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,4052,24312
"has_gender, has_spouse, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",6,4052,24312
"has_place_of_birth, has_gender, has_father, has_spouse, has_position_held, has_educated_at, has_occupation",7,3473,24311
"has_gender, has_father, has_spouse, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",7,3473,24311
"has_father, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,3473,24311
"has_place_of_birth, has_father, has_spouse, has_position_held, has_educated_at, has_occupation, has_date_of_birth",7,3473,24311
"has_place_of_birth, has_gender, has_father, has_spouse, has_position_held, has_educated_at, has_date_of_birth",7,3473,24311
"has_place_of_birth, has_gender, has_mother, has_spouse, has_position_held, has_educated_at, has_occupation, has_date_of_birth",8,3038,24304
"has_place_of_death, has_country_of_citizenship, has_position_held, has_child, has_date_of_birth",5,4860,24300
"has_place_of_death, has_gender, has_father, has_mother, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",9,2699,24291
"has_place_of_birth, has_gender, has_father, has_occupation, has_award_received",5,4858,24290
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",7,3470,24290
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_birth",7,3470,24290
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_educated_at",7,3470,24290
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation",7,3470,24290
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",11,2207,24277
"has_place_of_birth, has_father, has_mother, has_country_of_citizenship, has_position_held, has_date_of_death",6,4046,24276
"has_place_of_death, has_gender, has_father, has_spouse, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",9,2697,24273
"has_place_of_death, has_gender, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",7,3467,24269
"has_place_of_birth, has_gender, has_mother, has_spouse, has_child, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",9,2696,24264
"has_place_of_birth, has_father, has_occupation, has_award_received, has_date_of_birth",5,4852,24260
"has_father, has_position_held, has_child, has_educated_at, has_date_of_death",5,4852,24260
"has_place_of_birth, has_gender, has_father, has_award_received, has_date_of_birth",5,4852,24260
"has_place_of_birth, has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_date_of_death",9,2694,24246
"has_place_of_birth, has_father, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death",9,2694,24246
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received",7,3463,24241
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received",7,3463,24241
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_birth",7,3463,24241
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_position_held, has_child, has_occupation",7,3463,24241
"has_place_of_birth, has_father, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_date_of_death, has_date_of_birth",9,2693,24237
"has_place_of_birth, has_father, has_country_of_citizenship, has_child",4,6057,24228
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_religion",6,4038,24228
"has_place_of_birth, has_gender, has_spouse, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",7,3461,24227
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death",7,3461,24227
"has_place_of_birth, has_gender, has_mother, has_country_of_citizenship, has_position_held, has_child, has_date_of_birth",7,3461,24227
"has_place_of_birth, has_father, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,3461,24227
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_death",7,3461,24227
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_award_received, has_date_of_death, has_date_of_birth",7,3461,24227
"has_place_of_birth, has_mother, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_birth",7,3461,24227
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_religion",6,4037,24222
"has_father, has_mother, has_position_held, has_child, has_educated_at",5,4844,24220
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_educated_at, has_occupation, has_award_received, has_date_of_birth",8,3027,24216
"has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_religion",6,4036,24216
"has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_religion",6,4036,24216
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,3026,24208
"has_place_of_birth, has_place_of_death, has_spouse, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,3026,24208
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",8,3026,24208
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_educated_at, has_occupation, has_award_received, has_date_of_death",8,3026,24208
"has_place_of_death, has_gender, has_father, has_mother, has_spouse, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",10,2420,24200
"has_place_of_birth, has_gender, has_father, has_mother, has_position_held, has_child, has_occupation",7,3457,24199
"has_place_of_birth, has_father, has_mother, has_position_held, has_child, has_occupation, has_date_of_birth",7,3455,24185
"has_place_of_birth, has_gender, has_father, has_mother, has_position_held, has_child, has_date_of_birth",7,3455,24185
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",7,3454,24178
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_death, has_cause_of_death",7,3454,24178
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth, has_cause_of_death",7,3454,24178
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_cause_of_death",7,3454,24178
"has_place_of_birth, has_place_of_death, has_spouse, has_child, has_occupation",5,4835,24175
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_child",5,4835,24175
"has_mother, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_date_of_death",6,4029,24174
"has_place_of_birth, has_place_of_death, has_spouse, has_child, has_date_of_birth",5,4834,24170
"has_mother, has_spouse, has_position_held, has_child, has_educated_at, has_date_of_death",6,4028,24168
"has_gender, has_father, has_mother, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",9,2685,24165
"has_place_of_birth, has_place_of_death, has_spouse, has_child, has_date_of_death",5,4833,24165
"has_father, has_spouse, has_position_held, has_educated_at",4,6041,24164
"has_place_of_birth, has_gender, has_father, has_spouse, has_child, has_educated_at, has_occupation, has_date_of_death",8,3020,24160
"has_place_of_birth, has_gender, has_father, has_spouse, has_child, has_educated_at, has_date_of_death, has_date_of_birth",8,3020,24160
"has_place_of_birth, has_father, has_spouse, has_child, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",8,3020,24160
"has_place_of_death, has_gender, has_father, has_spouse, has_child, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",9,2684,24156
"has_place_of_birth, has_gender, has_mother, has_child, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",8,3019,24152
"has_gender, has_father, has_mother, has_spouse, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_award_received, has_date_of_birth",10,2414,24140
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_mother, has_child, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",10,2414,24140
"has_place_of_death, has_gender, has_father, has_spouse, has_educated_at, has_occupation, has_date_of_birth",7,3448,24136
"has_place_of_birth, has_father, has_mother, has_country_of_citizenship, has_child",5,4826,24130
"has_place_of_death, has_gender, has_father, has_spouse, has_educated_at, has_date_of_death, has_date_of_birth",7,3447,24129
"has_place_of_death, has_gender, has_father, has_spouse, has_educated_at, has_occupation, has_date_of_death",7,3447,24129
"has_place_of_death, has_father, has_spouse, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",7,3447,24129
"has_gender, has_father, has_spouse, has_child, has_occupation, has_award_received, has_date_of_birth",7,3445,24115
"has_gender, has_country_of_citizenship, has_position_held, has_employer, has_date_of_birth",5,4823,24115
"has_country_of_citizenship, has_position_held, has_occupation, has_employer, has_date_of_birth",5,4823,24115
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",8,3014,24112
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth",8,3014,24112
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth",8,3014,24112
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_child, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",10,2411,24110
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_death",8,3013,24104
