properties,num_properties,coverage,score
"has_place_of_birth, has_spouse, has_occupation, has_date_of_birth",4,1353,5412
"has_place_of_birth, has_gender, has_occupation, has_date_of_birth, has_religion",5,1082,5410
"has_gender, has_father, has_occupation, has_date_of_birth",4,1341,5364
"has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received",5,1072,5360
"has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_award_received",5,1072,5360
"has_gender, has_position_held, has_native_language, has_occupation, has_award_received",5,1072,5360
"has_gender, has_spouse, has_country_of_citizenship, has_occupation",4,1339,5356
"has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_birth",5,1071,5355
"has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",5,1071,5355
"has_gender, has_position_held, has_native_language, has_award_received, has_date_of_birth",5,1071,5355
"has_place_of_birth, has_gender, has_position_held, has_native_language, has_award_received",5,1070,5350
"has_place_of_birth, has_position_held, has_native_language, has_award_received, has_date_of_birth",5,1070,5350
"has_place_of_birth, has_position_held, has_native_language, has_occupation, has_award_received",5,1070,5350
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_native_language, has_award_received",5,1070,5350
"has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",4,1332,5328
"has_gender, has_spouse, has_country_of_citizenship, has_date_of_birth",4,1332,5328
"has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",5,1063,5315
"has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",5,1062,5310
"has_gender, has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",5,1062,5310
"has_place_of_death, has_gender, has_occupation, has_employer, has_date_of_birth",5,1058,5290
"has_place_of_death, has_gender, has_employer, has_date_of_death, has_date_of_birth",5,1058,5290
"has_place_of_death, has_occupation, has_employer, has_date_of_death, has_date_of_birth",5,1058,5290
"has_place_of_death, has_gender, has_occupation, has_employer, has_date_of_death",5,1058,5290
"has_place_of_birth, has_place_of_death, has_gender, has_employer, has_date_of_death",5,1055,5275
"has_place_of_birth, has_place_of_death, has_occupation, has_employer, has_date_of_death",5,1055,5275
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_employer",5,1055,5275
"has_place_of_birth, has_place_of_death, has_gender, has_employer, has_date_of_birth",5,1055,5275
"has_place_of_birth, has_place_of_death, has_employer, has_date_of_death, has_date_of_birth",5,1055,5275
"has_place_of_birth, has_place_of_death, has_occupation, has_employer, has_date_of_birth",5,1055,5275
"has_place_of_birth, has_gender, has_country_of_citizenship, has_employer, has_date_of_death",5,1054,5270
"has_place_of_birth, has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",5,1054,5270
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",5,1054,5270
"has_place_of_birth, has_gender, has_father, has_occupation",4,1316,5264
"has_place_of_birth, has_father, has_occupation, has_date_of_birth",4,1314,5256
"has_place_of_birth, has_gender, has_father, has_date_of_birth",4,1314,5256
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship",4,1312,5248
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_occupation",4,1312,5248
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_date_of_birth",4,1309,5236
"has_place_of_birth, has_field_of_work, has_occupation, has_date_of_death",4,1305,5220
"has_place_of_birth, has_gender, has_field_of_work, has_date_of_death",4,1305,5220
"has_place_of_birth, has_field_of_work, has_date_of_death, has_date_of_birth",4,1304,5216
"has_gender, has_child, has_occupation, has_date_of_death, has_date_of_birth",5,1024,5120
"has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_date_of_birth",5,1017,5085
"has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_date_of_birth",5,1017,5085
"has_place_of_death, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",5,1017,5085
"has_place_of_death, has_gender, has_country_of_citizenship, has_employer, has_date_of_death",5,1017,5085
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_employer",5,1017,5085
"has_place_of_death, has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",5,1017,5085
"has_gender, has_father, has_country_of_citizenship, has_occupation",4,1269,5076
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_employer",5,1014,5070
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_employer, has_date_of_birth",5,1014,5070
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_employer, has_date_of_death",5,1014,5070
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_employer",5,1014,5070
"has_father, has_country_of_citizenship, has_occupation, has_date_of_birth",4,1265,5060
"has_gender, has_father, has_country_of_citizenship, has_date_of_birth",4,1265,5060
"has_gender, has_child, has_occupation, has_date_of_birth",4,1263,5052
"has_place_of_birth, has_gender, has_child, has_occupation, has_date_of_death",5,1003,5015
"has_place_of_birth, has_child, has_occupation, has_date_of_death, has_date_of_birth",5,1002,5010
"has_place_of_birth, has_gender, has_child, has_date_of_death, has_date_of_birth",5,1002,5010
"has_place_of_death, has_gender, has_field_of_work, has_date_of_birth",4,1248,4992
"has_place_of_death, has_field_of_work, has_occupation, has_date_of_birth",4,1248,4992
"has_place_of_death, has_gender, has_field_of_work, has_occupation",4,1248,4992
"has_place_of_death, has_field_of_work, has_occupation, has_date_of_death",4,1246,4984
"has_place_of_death, has_field_of_work, has_date_of_death, has_date_of_birth",4,1246,4984
"has_place_of_death, has_gender, has_field_of_work, has_date_of_death",4,1246,4984
"has_place_of_birth, has_father, has_country_of_citizenship, has_occupation",4,1243,4972
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship",4,1243,4972
"has_place_of_birth, has_father, has_country_of_citizenship, has_date_of_birth",4,1241,4964
"has_place_of_birth, has_place_of_death, has_field_of_work, has_date_of_birth",4,1240,4960
"has_place_of_birth, has_place_of_death, has_gender, has_field_of_work",4,1240,4960
"has_place_of_birth, has_place_of_death, has_field_of_work, has_occupation",4,1240,4960
"has_place_of_birth, has_place_of_death, has_field_of_work, has_date_of_death",4,1238,4952
"has_place_of_birth, has_gender, has_child, has_occupation",4,1238,4952
"has_place_of_birth, has_gender, has_child, has_date_of_birth",4,1236,4944
"has_place_of_birth, has_child, has_occupation, has_date_of_birth",4,1236,4944
"has_gender, has_country_of_citizenship, has_child, has_occupation",4,1216,4864
"has_gender, has_educated_at, has_native_language, has_date_of_death",4,1215,4860
"has_educated_at, has_native_language, has_occupation, has_date_of_death",4,1215,4860
"has_educated_at, has_native_language, has_date_of_death, has_date_of_birth",4,1215,4860
"has_country_of_citizenship, has_educated_at, has_native_language, has_date_of_death",4,1212,4848
"has_country_of_citizenship, has_child, has_occupation, has_date_of_birth",4,1208,4832
"has_gender, has_country_of_citizenship, has_child, has_date_of_birth",4,1208,4832
"has_place_of_birth, has_educated_at, has_native_language, has_date_of_death",4,1207,4828
"has_gender, has_educated_at, has_occupation, has_employer",4,1201,4804
"has_gender, has_educated_at, has_employer, has_date_of_birth",4,1192,4768
"has_educated_at, has_occupation, has_employer, has_date_of_birth",4,1192,4768
"has_place_of_birth, has_country_of_citizenship, has_child, has_occupation",4,1185,4740
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child",4,1185,4740
"has_place_of_birth, has_country_of_citizenship, has_child, has_date_of_birth",4,1183,4732
"has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",4,1183,4732
"has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",4,1183,4732
"has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death",4,1183,4732
"has_gender, has_country_of_citizenship, has_educated_at, has_employer",4,1175,4700
"has_country_of_citizenship, has_educated_at, has_occupation, has_employer",4,1175,4700
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_date_of_death",4,1167,4668
"has_place_of_birth, has_educated_at, has_occupation, has_employer",4,1167,4668
"has_place_of_birth, has_gender, has_educated_at, has_employer",4,1167,4668
"has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",4,1166,4664
"has_place_of_birth, has_educated_at, has_employer, has_date_of_birth",4,1162,4648
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_employer",4,1145,4580
"has_place_of_death, has_gender, has_educated_at, has_native_language",4,1137,4548
"has_place_of_birth, has_place_of_death, has_educated_at, has_native_language",4,1137,4548
"has_place_of_death, has_educated_at, has_native_language, has_occupation",4,1137,4548
"has_place_of_death, has_educated_at, has_native_language, has_date_of_birth",4,1137,4548
"has_place_of_death, has_educated_at, has_native_language, has_date_of_death",4,1135,4540
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_native_language",4,1134,4536
"has_place_of_death, has_gender, has_country_of_citizenship, has_field_of_work",4,1127,4508
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_date_of_birth",4,1127,4508
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_occupation",4,1127,4508
"has_place_of_death, has_country_of_citizenship, has_field_of_work, has_date_of_death",4,1126,4504
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_field_of_work",4,1124,4496
"has_gender, has_occupation, has_employer, has_date_of_death",4,1110,4440
"has_gender, has_employer, has_date_of_death, has_date_of_birth",4,1109,4436
"has_occupation, has_employer, has_date_of_death, has_date_of_birth",4,1109,4436
"has_place_of_birth, has_gender, has_employer, has_date_of_death",4,1101,4404
"has_place_of_birth, has_occupation, has_employer, has_date_of_death",4,1101,4404
"has_place_of_birth, has_employer, has_date_of_death, has_date_of_birth",4,1101,4404
"has_gender, has_occupation, has_date_of_birth, has_religion",4,1094,4376
"has_place_of_birth, has_gender, has_date_of_birth, has_religion",4,1082,4328
"has_place_of_birth, has_gender, has_occupation, has_religion",4,1082,4328
"has_place_of_birth, has_occupation, has_date_of_birth, has_religion",4,1082,4328
"has_position_held, has_native_language, has_occupation, has_award_received",4,1072,4288
"has_gender, has_position_held, has_native_language, has_award_received",4,1072,4288
"has_country_of_citizenship, has_position_held, has_native_language, has_award_received",4,1072,4288
"has_position_held, has_native_language, has_award_received, has_date_of_birth",4,1071,4284
"has_place_of_birth, has_position_held, has_native_language, has_award_received",4,1070,4280
"has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",4,1063,4252
"has_gender, has_country_of_citizenship, has_employer, has_date_of_death",4,1063,4252
"has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",4,1062,4248
"has_place_of_death, has_employer, has_date_of_death, has_date_of_birth",4,1058,4232
"has_place_of_death, has_occupation, has_employer, has_date_of_birth",4,1058,4232
"has_place_of_death, has_gender, has_employer, has_date_of_death",4,1058,4232
"has_place_of_death, has_occupation, has_employer, has_date_of_death",4,1058,4232
"has_place_of_death, has_gender, has_employer, has_date_of_birth",4,1058,4232
"has_place_of_death, has_gender, has_occupation, has_employer",4,1058,4232
"has_place_of_birth, has_place_of_death, has_gender, has_employer",4,1055,4220
"has_place_of_birth, has_place_of_death, has_occupation, has_employer",4,1055,4220
"has_place_of_birth, has_place_of_death, has_employer, has_date_of_death",4,1055,4220
"has_place_of_birth, has_place_of_death, has_employer, has_date_of_birth",4,1055,4220
"has_place_of_birth, has_country_of_citizenship, has_employer, has_date_of_death",4,1054,4216
"has_gender, has_child, has_occupation, has_date_of_death",4,1025,4100
"has_gender, has_child, has_date_of_death, has_date_of_birth",4,1024,4096
"has_child, has_occupation, has_date_of_death, has_date_of_birth",4,1024,4096
"has_place_of_death, has_country_of_citizenship, has_employer, has_date_of_birth",4,1017,4068
"has_place_of_death, has_country_of_citizenship, has_occupation, has_employer",4,1017,4068
"has_place_of_death, has_gender, has_country_of_citizenship, has_employer",4,1017,4068
"has_place_of_death, has_country_of_citizenship, has_employer, has_date_of_death",4,1017,4068
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_employer",4,1014,4056
"has_place_of_birth, has_child, has_occupation, has_date_of_death",4,1003,4012
"has_place_of_birth, has_gender, has_child, has_date_of_death",4,1003,4012
"has_place_of_birth, has_child, has_date_of_death, has_date_of_birth",4,1002,4008
