properties,num_properties,coverage,score
"has_gender, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,1779,10674
"has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received",5,2132,10660
"has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_birth",5,2131,10655
"has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_birth",5,2131,10655
"has_place_of_birth, has_gender, has_spouse, has_occupation, has_date_of_birth",5,2129,10645
"has_place_of_birth, has_gender, has_position_held, has_occupation, has_award_received, has_date_of_death",6,1771,10626
"has_place_of_birth, has_gender, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",6,1771,10626
"has_place_of_birth, has_position_held, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",6,1771,10626
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",6,1769,10614
"has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1769,10614
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",6,1769,10614
"has_place_of_birth, has_gender, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1769,10614
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",7,1516,10612
"has_place_of_birth, has_position_held, has_educated_at, has_award_received",4,2653,10612
"has_country_of_citizenship, has_position_held, has_educated_at, has_award_received",4,2650,10600
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1324,10592
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",8,1324,10592
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",8,1324,10592
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",6,1764,10584
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_occupation, has_date_of_death",6,1760,10560
"has_place_of_birth, has_position_held, has_educated_at, has_occupation, has_date_of_death, has_date_of_birth",6,1760,10560
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",6,1760,10560
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",7,1501,10507
"has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",5,2099,10495
"has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1749,10494
"has_gender, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1748,10488
"has_gender, has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",5,2097,10485
"has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",5,2097,10485
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_date_of_birth",5,2096,10480
"has_place_of_birth, has_spouse, has_country_of_citizenship, has_occupation, has_date_of_birth",5,2096,10480
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation",5,2096,10480
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death, has_date_of_birth",6,1744,10464
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_award_received, has_date_of_death",6,1744,10464
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_award_received, has_date_of_death",6,1744,10464
"has_place_of_birth, has_gender, has_occupation, has_employer, has_award_received",5,2089,10445
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death",6,1740,10440
"has_place_of_birth, has_gender, has_employer, has_award_received, has_date_of_birth",5,2088,10440
"has_place_of_birth, has_occupation, has_employer, has_award_received, has_date_of_birth",5,2088,10440
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,1738,10428
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_date_of_death, has_date_of_birth",6,1738,10428
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_award_received, has_date_of_birth, has_academic_degree",7,1487,10409
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_date_of_birth, has_academic_degree",7,1487,10409
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received, has_academic_degree",7,1487,10409
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation",4,2598,10392
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work",4,2598,10392
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_birth",4,2594,10376
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",8,1296,10368
"has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death",6,1728,10368
"has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,1727,10362
"has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",6,1727,10362
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received",6,1723,10338
"has_place_of_birth, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",6,1723,10338
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_birth",6,1723,10338
"has_place_of_birth, has_gender, has_occupation, has_employer, has_date_of_death",5,2064,10320
"has_place_of_birth, has_occupation, has_employer, has_date_of_death, has_date_of_birth",5,2064,10320
"has_place_of_birth, has_gender, has_employer, has_date_of_death, has_date_of_birth",5,2064,10320
"has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",4,2580,10320
"has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death",4,2580,10320
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_employer, has_award_received",5,2063,10315
"has_place_of_birth, has_gender, has_country_of_citizenship, has_employer, has_award_received",5,2063,10315
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_death",6,1719,10314
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",6,1719,10314
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",6,1719,10314
"has_place_of_birth, has_country_of_citizenship, has_employer, has_award_received, has_date_of_birth",5,2062,10310
"has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",4,2575,10300
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_occupation, has_award_received",6,1716,10296
"has_place_of_birth, has_gender, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_birth",6,1716,10296
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_birth",6,1716,10296
"has_place_of_death, has_gender, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",6,1714,10284
"has_place_of_birth, has_gender, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",6,1711,10266
"has_place_of_birth, has_educated_at, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,1711,10266
"has_place_of_birth, has_gender, has_educated_at, has_occupation, has_employer, has_date_of_death",6,1711,10266
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1277,10216
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",7,1459,10213
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_death, has_date_of_birth",7,1459,10213
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death",7,1459,10213
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",7,1459,10213
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_date_of_birth, has_academic_degree",8,1274,10192
"has_gender, has_position_held, has_occupation, has_date_of_death",4,2547,10188
"has_position_held, has_occupation, has_date_of_death, has_date_of_birth",4,2545,10180
"has_gender, has_position_held, has_date_of_death, has_date_of_birth",4,2545,10180
"has_place_of_death, has_gender, has_field_of_work, has_occupation",4,2536,10144
"has_place_of_death, has_field_of_work, has_occupation, has_date_of_death",4,2535,10140
"has_place_of_death, has_gender, has_field_of_work, has_date_of_death",4,2535,10140
"has_place_of_death, has_field_of_work, has_occupation, has_date_of_birth",4,2534,10136
"has_place_of_death, has_gender, has_field_of_work, has_date_of_birth",4,2533,10132
"has_place_of_death, has_field_of_work, has_date_of_death, has_date_of_birth",4,2532,10128
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1262,10096
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",8,1262,10096
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",8,1262,10096
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",8,1262,10096
"has_place_of_birth, has_country_of_citizenship, has_educated_at, has_field_of_work",4,2523,10092
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",8,1260,10080
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",8,1260,10080
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",8,1260,10080
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1260,10080
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_occupation, has_date_of_death",6,1676,10056
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_date_of_death, has_date_of_birth",6,1676,10056
"has_place_of_birth, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",6,1676,10056
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death",5,2009,10045
"has_place_of_birth, has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",5,2009,10045
"has_place_of_birth, has_gender, has_country_of_citizenship, has_employer, has_date_of_death",5,2009,10045
