properties,num_properties,coverage,score
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_death",6,2044,12264
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death, has_date_of_birth",6,2044,12264
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",6,2044,12264
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death",6,2044,12264
"has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer",6,2044,12264
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",6,2044,12264
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at",4,3064,12256
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_employer",6,2040,12240
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_death",6,2040,12240
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",6,2040,12240
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_employer",6,2040,12240
"has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",8,1529,12232
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth, has_religion",6,2032,12192
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_occupation, has_religion",6,2032,12192
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_date_of_birth, has_religion",6,2032,12192
"has_gender, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",5,2437,12185
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",8,1523,12184
"has_gender, has_native_language, has_occupation, has_award_received, has_date_of_death",5,2436,12180
"has_gender, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",5,2436,12180
"has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",5,2436,12180
"has_country_of_citizenship, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",5,2434,12170
"has_gender, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_death",5,2434,12170
"has_country_of_citizenship, has_native_language, has_occupation, has_award_received, has_date_of_death",5,2434,12170
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",8,1520,12160
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at",4,3032,12128
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",9,1347,12123
"has_place_of_birth, has_place_of_death, has_gender, has_spouse, has_child, has_occupation, has_date_of_death, has_date_of_birth",8,1515,12120
"has_place_of_birth, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",5,2420,12100
"has_place_of_birth, has_native_language, has_occupation, has_award_received, has_date_of_death",5,2420,12100
"has_place_of_birth, has_gender, has_native_language, has_award_received, has_date_of_death",5,2420,12100
"has_place_of_birth, has_country_of_citizenship, has_native_language, has_award_received, has_date_of_death",5,2418,12090
"has_place_of_death, has_country_of_citizenship, has_occupation, has_religion",4,3020,12080
"has_place_of_death, has_gender, has_country_of_citizenship, has_religion",4,3020,12080
"has_place_of_death, has_country_of_citizenship, has_date_of_birth, has_religion",4,3019,12076
"has_place_of_death, has_country_of_citizenship, has_date_of_death, has_religion",4,3018,12072
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship",4,3015,12060
"has_place_of_death, has_spouse, has_country_of_citizenship, has_occupation",4,3015,12060
"has_place_of_death, has_spouse, has_country_of_citizenship, has_date_of_birth",4,3015,12060
"has_place_of_death, has_spouse, has_country_of_citizenship, has_date_of_death",4,3014,12056
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_birth",8,1505,12040
"has_place_of_birth, has_place_of_death, has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death, has_date_of_birth",8,1505,12040
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_date_of_death, has_date_of_birth",8,1505,12040
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_country_of_citizenship, has_position_held, has_occupation, has_date_of_death",8,1505,12040
"has_gender, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",5,2404,12020
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",8,1502,12016
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_birth",8,1495,11960
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_date_of_death, has_date_of_birth",8,1495,11960
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",8,1495,11960
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_date_of_death",8,1495,11960
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_religion",4,2987,11948
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_occupation",5,2389,11945
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_date_of_birth",5,2388,11940
"has_place_of_birth, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",5,2388,11940
"has_place_of_birth, has_place_of_death, has_spouse, has_country_of_citizenship",4,2983,11932
"has_place_of_birth, has_gender, has_educated_at, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",7,1704,11928
"has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",7,1702,11914
"has_place_of_birth, has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_employer, has_date_of_birth",7,1702,11914
"has_place_of_birth, has_gender, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",7,1693,11851
"has_place_of_birth, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",5,2368,11840
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_award_received",5,2368,11840
"has_place_of_birth, has_gender, has_field_of_work, has_award_received, has_date_of_birth",5,2368,11840
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_child, has_occupation, has_date_of_death, has_date_of_birth",8,1479,11832
"has_place_of_birth, has_gender, has_country_of_citizenship, has_employer, has_award_received, has_date_of_death, has_date_of_birth",7,1687,11809
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death, has_date_of_birth",7,1687,11809
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_employer, has_award_received, has_date_of_death",7,1687,11809
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",8,1468,11744
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received",5,2347,11735
"has_gender, has_country_of_citizenship, has_field_of_work, has_award_received, has_date_of_birth",5,2346,11730
"has_country_of_citizenship, has_field_of_work, has_occupation, has_award_received, has_date_of_birth",5,2346,11730
"has_place_of_birth, has_gender, has_spouse, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",7,1674,11718
"has_place_of_birth, has_place_of_death, has_gender, has_father, has_mother, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth",9,1301,11709
"has_place_of_death, has_gender, has_educated_at, has_occupation, has_award_received",5,2339,11695
"has_place_of_death, has_educated_at, has_occupation, has_award_received, has_date_of_birth",5,2339,11695
"has_place_of_death, has_gender, has_educated_at, has_award_received, has_date_of_birth",5,2339,11695
"has_place_of_death, has_gender, has_educated_at, has_award_received, has_date_of_death",5,2338,11690
"has_place_of_death, has_educated_at, has_occupation, has_award_received, has_date_of_death",5,2338,11690
"has_place_of_death, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",5,2338,11690
"has_place_of_birth, has_gender, has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_award_received, has_date_of_birth",8,1461,11688
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation",5,2334,11670
"has_place_of_birth, has_place_of_death, has_gender, has_educated_at, has_award_received",5,2333,11665
"has_place_of_birth, has_place_of_death, has_educated_at, has_occupation, has_award_received",5,2333,11665
"has_place_of_birth, has_place_of_death, has_educated_at, has_award_received, has_date_of_birth",5,2333,11665
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_death",7,1666,11662
"has_place_of_death, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,1666,11662
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",7,1666,11662
"has_place_of_death, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1666,11662
"has_place_of_death, has_gender, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_birth",7,1666,11662
"has_place_of_death, has_gender, has_position_held, has_native_language, has_award_received, has_date_of_death, has_date_of_birth",7,1666,11662
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_death",7,1666,11662
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_occupation, has_award_received",7,1666,11662
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_native_language, has_award_received, has_date_of_birth",7,1666,11662
"has_place_of_death, has_gender, has_position_held, has_native_language, has_occupation, has_award_received, has_date_of_death",7,1666,11662
"has_country_of_citizenship, has_educated_at, has_field_of_work, has_occupation, has_date_of_birth",5,2332,11660
"has_place_of_birth, has_place_of_death, has_educated_at, has_award_received, has_date_of_death",5,2332,11660
"has_gender, has_country_of_citizenship, has_educated_at, has_field_of_work, has_date_of_birth",5,2332,11660
"has_place_of_death, has_gender, has_spouse, has_country_of_citizenship, has_child, has_occupation, has_date_of_death, has_date_of_birth",8,1457,11656
"has_place_of_death, has_country_of_citizenship, has_educated_at, has_occupation, has_award_received",5,2325,11625
