properties,num_properties,coverage,score
"has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",7,2394,16758
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation",6,2792,16752
"has_place_of_birth, has_father, has_country_of_citizenship, has_occupation, has_award_received, has_date_of_birth",6,2789,16734
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_award_received, has_date_of_birth",6,2789,16734
"has_place_of_birth, has_gender, has_father, has_country_of_citizenship, has_occupation, has_award_received",6,2789,16734
"has_place_of_birth, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,2389,16723
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_award_received, has_date_of_death, has_date_of_birth",7,2389,16723
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death",7,2389,16723
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received",7,2389,16723
"has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_birth",7,2389,16723
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,2389,16723
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",7,2389,16723
"has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,2389,16723
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death",7,2389,16723
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_death",7,2388,16716
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_occupation, has_award_received",7,2388,16716
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_award_received, has_date_of_death",7,2388,16716
"has_place_of_birth, has_place_of_death, has_gender, has_position_held, has_educated_at, has_award_received, has_date_of_birth",7,2388,16716
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_occupation, has_award_received, has_date_of_birth",7,2388,16716
"has_place_of_birth, has_place_of_death, has_position_held, has_educated_at, has_award_received, has_date_of_death, has_date_of_birth",7,2388,16716
"has_gender, has_country_of_citizenship, has_educated_at, has_employer, has_date_of_birth",5,3342,16710
"has_country_of_citizenship, has_educated_at, has_occupation, has_employer, has_date_of_birth",5,3342,16710
"has_gender, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,2785,16710
"has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_date_of_birth",6,2781,16686
"has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,2781,16686
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received",7,2383,16681
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_birth",7,2383,16681
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_award_received, has_date_of_death",7,2383,16681
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_position_held, has_educated_at, has_occupation, has_award_received",7,2383,16681
"has_gender, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,2779,16674
"has_place_of_death, has_gender, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,2775,16650
"has_place_of_birth, has_gender, has_child, has_occupation, has_award_received, has_date_of_birth",6,2774,16644
"has_place_of_birth, has_gender, has_field_of_work, has_date_of_death, has_date_of_birth",5,3322,16610
"has_place_of_birth, has_gender, has_field_of_work, has_occupation, has_date_of_death",5,3322,16610
"has_place_of_birth, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",5,3322,16610
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_cause_of_death",6,2765,16590
"has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,2764,16584
"has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_cause_of_death",6,2764,16584
"has_place_of_birth, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_birth",6,2763,16578
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received",6,2763,16578
"has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_cause_of_death",6,2763,16578
"has_place_of_birth, has_gender, has_country_of_citizenship, has_child, has_award_received, has_date_of_birth",6,2763,16578
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_death, has_date_of_birth",9,1840,16560
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_native_language, has_occupation",6,2757,16542
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language",6,2754,16524
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_occupation",6,2754,16524
"has_gender, has_spouse, has_occupation, has_date_of_death",4,4129,16516
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_educated_at, has_native_language, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",10,1651,16510
"has_place_of_birth, has_gender, has_position_held, has_educated_at, has_native_language, has_date_of_birth",6,2751,16506
"has_place_of_birth, has_position_held, has_educated_at, has_native_language, has_occupation, has_date_of_birth",6,2751,16506
"has_place_of_birth, has_country_of_citizenship, has_position_held, has_educated_at, has_native_language, has_date_of_birth",6,2748,16488
"has_place_of_death, has_gender, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,2355,16485
"has_gender, has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death",5,3296,16480
"has_spouse, has_occupation, has_date_of_death, has_date_of_birth",4,4120,16480
"has_gender, has_spouse, has_date_of_death, has_date_of_birth",4,4120,16480
"has_country_of_citizenship, has_field_of_work, has_occupation, has_date_of_death, has_date_of_birth",5,3295,16475
"has_gender, has_country_of_citizenship, has_field_of_work, has_date_of_death, has_date_of_birth",5,3295,16475
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_date_of_birth, has_cause_of_death",6,2745,16470
"has_gender, has_position_held, has_educated_at, has_date_of_death",4,4116,16464
"has_place_of_birth, has_gender, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,2744,16464
"has_place_of_birth, has_place_of_death, has_gender, has_date_of_death, has_date_of_birth, has_cause_of_death",6,2744,16464
"has_position_held, has_educated_at, has_occupation, has_date_of_death",4,4116,16464
"has_place_of_birth, has_place_of_death, has_occupation, has_date_of_death, has_date_of_birth, has_cause_of_death",6,2744,16464
"has_place_of_birth, has_place_of_death, has_gender, has_occupation, has_date_of_death, has_cause_of_death",6,2744,16464
"has_position_held, has_educated_at, has_date_of_death, has_date_of_birth",4,4115,16460
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_date_of_death, has_date_of_birth, has_religion",8,2056,16448
"has_place_of_birth, has_gender, has_country_of_citizenship, has_position_held, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",9,1826,16434
"has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_birth",7,2347,16429
"has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_award_received, has_date_of_death, has_date_of_birth",7,2347,16429
"has_place_of_death, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,2347,16429
"has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death",7,2347,16429
"has_place_of_birth, has_gender, has_country_of_citizenship, has_occupation, has_date_of_birth, has_religion",6,2738,16428
"has_country_of_citizenship, has_position_held, has_educated_at, has_date_of_death",4,4105,16420
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_occupation, has_cause_of_death",6,2734,16404
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_birth, has_cause_of_death",6,2734,16404
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_birth, has_cause_of_death",6,2734,16404
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_date_of_death, has_date_of_birth, has_cause_of_death",6,2733,16398
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_date_of_death, has_cause_of_death",6,2733,16398
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_occupation, has_date_of_death, has_cause_of_death",6,2733,16398
"has_place_of_birth, has_place_of_death, has_child, has_occupation, has_award_received, has_date_of_death, has_date_of_birth",7,2339,16373
"has_place_of_birth, has_place_of_death, has_gender, has_child, has_occupation, has_award_received, has_date_of_death",7,2339,16373
"has_place_of_birth, has_place_of_death, has_gender, has_child, has_occupation, has_award_received, has_date_of_birth",7,2339,16373
"has_place_of_birth, has_place_of_death, has_gender, has_child, has_award_received, has_date_of_death, has_date_of_birth",7,2339,16373
"has_gender, has_position_held, has_child, has_occupation, has_date_of_death",5,3272,16360
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_occupation, has_award_received",7,2331,16317
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_award_received, has_date_of_death",7,2331,16317
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_birth",7,2331,16317
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_child, has_award_received, has_date_of_death, has_date_of_birth",7,2331,16317
"has_place_of_birth, has_place_of_death, has_country_of_citizenship, has_child, has_occupation, has_award_received, has_date_of_death",7,2331,16317
"has_place_of_birth, has_place_of_death, has_gender, has_country_of_citizenship, has_child, has_award_received, has_date_of_birth",7,2331,16317
"has_place_of_birth, has_position_held, has_educated_at, has_date_of_death",4,4077,16308
"has_gender, has_position_held, has_child, has_date_of_death, has_date_of_birth",5,3260,16300
"has_position_held, has_child, has_occupation, has_date_of_death, has_date_of_birth",5,3260,16300
"has_place_of_birth, has_country_of_citizenship, has_occupation, has_employer, has_date_of_death, has_date_of_birth",6,2714,16284
"has_place_of_birth, has_gender, has_country_of_citizenship, has_employer, has_date_of_death, has_date_of_birth",6,2714,16284
